Classification,Ticket Number,Title,Description,Account,Queue,Resources,Status,Priority,Created,Due,Impact,Issue Type,Sub-Issue Type,Resolution
CDS-Northwest,T20220803.1582,PIR - T20220803.0059 - Not able to connect prod or non-prod database server using RDP priority,"FROM: PostIncidentReport@synoptek.com
FROM NAME: 
TO: customersupport@synoptek.com
DATE: 8/3/2022 5:47:58 PM

Account Name: iBAS, Inc (CHCS)
Account ID: 31481332
Ticket Number: T20220803.0059
Ticket ID: 4106525
Ticket Status: Complete
Ticket Priority: P1 - Major
Ticket Contact Email: CHCSDBA.Support@chcs-services.com
Ticket Primary Resource Email: mreed@synoptek.com
Problem Ticket Numbers: ","iBAS, Inc (CHCS)",CDS-Northwest,"REED, MIKE (primary)",Complete,Scheduled,8/4/2022 3:19,8/26/2022 4:30,Single User,:Internal,Post Incident Review,
CDS-Northwest,T20220803.1603,RDS - Chrome not loading her email correctly,RDS - Chrome not loading her email correctlycb:850-449-0183,"iBAS, Inc (CHCS)",Global Shared Service Desk,"CAMPBELL, MATTHEW (primary)",Complete,P3 - Moderate,8/4/2022 3:34,8/5/2022 3:34,Single User,Endpoint Management,Other,
CDS-Northwest,T20220803.1661,LogicMonitor (critical) Alert - CHUSE1PRDFIL13 - Volume Usage-G:\,"Group: Devices by Type/Windows Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Prod, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/SFTP Arch - Prod, System Type/All Servers (no LM Collectors), System Type/Windows 
Host: CHUSE1PRDFIL13 
Severity Level: critical 
LMD537646730 critical - CHUSE1PRDFIL13 Volume Usage-G:\ PercentUsed
The filesystem G:\  on host CHUSE1PRDFIL13 is now 99.0 percent used, as of 2022-08-03 16:21:08 MDT.
Please free up some space, or adjust the thresholds for this volume.
This state has existed for 0h 27m.

**Volume Utilization Procedure**:  https://synoptek.itglue.com/2536478/docs/5829427

Alert Rule: This alert matches the rule iBAS, Inc_Critical
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)

Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD537646730&type=alert","iBAS, Inc (CHCS)",SO - Server Engineering,"LE, VINNY (primary)",Complete,P2 - Impaired,8/4/2022 4:18,8/4/2022 15:00,Multiple Users,Server Management,Storage Utilization,
CDS-Northwest,T20220803.1798,"Master Ticket: Backup failures ""FXS"" shares","Backup Job Committed - Prioritize as P3 - Moderate.
---------------------------------------------------

CommCell: cs01-syn-las1

Client: ma01-ibas-prd
--Agent Type: Windows File System
--Instance: Not Applicable
--Backupset: defaultBackupSet
--Subclient: CUNAFSX01

Detected Time: Wed Aug  3 18:18:25 2022

Job Information
---------------------------------------------------
Job ID: 6468632
Backup Level: Incremental
Scheduled Time: Wed Aug  3 14:00:09 2022
Start Time: Wed Aug  3 14:00:17 2022
End Time: Wed Aug  3 18:18:22 2022","iBAS, Inc (CHCS)",SO - Server Backups,"HORNE, CORY (primary)",Complete,P3 - Moderate,8/4/2022 6:49,8/5/2022 6:30,Single User,Backups,Commvault - Backup Job Failure,
CDS-Northwest,T20220803.1799,Backup Job Failure: ma01-ibas-prd,"Backup Job Committed - Prioritize as P3 - Moderate.
---------------------------------------------------

CommCell: cs01-syn-las1

Client: ma01-ibas-prd
--Agent Type: Windows File System
--Instance: Not Applicable
--Backupset: defaultBackupSet
--Subclient: PRUUFSX01

Detected Time: Wed Aug  3 18:18:26 2022

Job Information
---------------------------------------------------
Job ID: 6468633
Backup Level: Incremental
Scheduled Time: Wed Aug  3 14:00:09 2022
Start Time: Wed Aug  3 14:00:17 2022
End Time: Wed Aug  3 18:18:23 2022","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,8/4/2022 6:49,8/4/2022 5:49,,,,
CDS-Northwest,T20220803.1800,Backup Job Failure: ma02-ibas-prd,"Backup Job Committed - Prioritize as P3 - Moderate.
---------------------------------------------------

CommCell: cs01-syn-las1

Client: ma02-ibas-prd
--Agent Type: Windows File System
--Instance: Not Applicable
--Backupset: defaultBackupSet
--Subclient: CNAFSX01

Detected Time: Wed Aug  3 18:20:00 2022

Job Information
---------------------------------------------------
Job ID: 6468634
Backup Level: Incremental
Scheduled Time: Wed Aug  3 14:00:09 2022
Start Time: Wed Aug  3 14:00:17 2022
End Time: Wed Aug  3 18:19:57 2022","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,8/4/2022 6:51,8/4/2022 5:51,,,,
CDS-Northwest,T20220803.1813,Backup Job Failure: ma02-ibas-prd,"Backup Job Committed - Prioritize as P3 - Moderate.
---------------------------------------------------

CommCell: cs01-syn-las1

Client: ma02-ibas-prd
--Agent Type: Windows File System
--Instance: Not Applicable
--Backupset: defaultBackupSet
--Subclient: PRDDFSX01

Detected Time: Wed Aug  3 18:39:23 2022

Job Information
---------------------------------------------------
Job ID: 6468635
Backup Level: Incremental
Scheduled Time: Wed Aug  3 14:00:09 2022
Start Time: Wed Aug  3 14:00:17 2022
End Time: Wed Aug  3 18:39:21 2022","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,8/4/2022 7:09,8/4/2022 6:09,,,,
CDS-Northwest,T20220803.1824,LogicMonitor (error) Alert - IBSMANDEVDB11 - HyperV Host Memory WMI-System Balancer,"Group: Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Case360 - CNA - QA, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Non-Prod/sql server, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Case360 - PRU - Dev, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Case360 - PRU - QA, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Automate - Non Prod, Devices by Type/IIS Servers, System Type/Windows, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/UPCS GENIII - Non Prod, System Type/All Servers (no LM Collectors), Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/_Managed SQL Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/CITRON - QA UAT, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Case360 - PRU - UAT, Devices by Type/Hyper-V, Devices by Type/SQL Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Case360 - CNA - UAT, Devices by Type/Windows Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Case360 - CNA - Dev 
Host: IBSMANDEVDB11 
Severity Level: error 
LMD569176653 error - IBSMANDEVDB11 HyperV Host Memory WMI-System Balancer AvailableMemory
Host: IBSMANDEVDB11
Datasource: HyperV Host Memory WMI-System Balancer
Datapoint: AvailableMemory
Level: error
Start: 2022-08-03 18:45:50 MDT
Duration: 1h 22m
Value: 386.0
ClearValue: 
Reason: AvailableMemory < 500 500 250

Alert Rule: This alert matches the rule iBAS, Inc_Error
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)

Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD569176653&type=alert","iBAS, Inc (CHCS)",SO - Database Management,"MORELL, ALEX",Complete,P3 - Moderate,8/4/2022 7:38,8/5/2022 6:30,Single User,Monitoring,Other,
CDS-Northwest,T20220803.1834,LogicMonitor (error) Alert - IBASInc-Boise-ch1 - EDGE hub Temperature,"Group: Devices by Type/Windows Servers, System Type/Patching/EDGE Patch Reboot - Mon 1400, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/Offices/Boise, System Type/EDGE Hubs: Gen 3, Devices by Type/Collectors, System Type/LogicMonitor Collectors, System Type/All Synoptek EDGE Hubs, System Type/Windows Host: IBASInc-Boise-ch1 Severity Level: error LMD547692721 error - IBASInc-Boise-ch1 EDGE hub Temperature Temperature
Host: IBASInc-Boise-ch1
Datasource: EDGE hub Temperature
Datapoint: Temperature
Level: error
Start: 2022-08-03 20:00:51 MDT
Duration: 0h 25m
Value: 64.0
ClearValue: 
Reason: Temperature >= 55 60

Alert Rule: This alert matches the rule iBAS, Inc_Error
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD547692721&type=alert","iBAS, Inc (CHCS)",EOC,"SINDEKAR, PUSHKAR (primary)",Complete,P3 - Moderate,8/4/2022 7:56,8/5/2022 6:30,Single User,Server Management,Other,"Alert cleared without intervention.
-Hence, proceeding for the closure of this ticket."
CDS-Northwest,T20220803.1850,Backup Job Failure: .iBAS-NonProd-AWS - defaultBackupSet,"Backup Job exceeded running time of 24 Hrs - Prioritize as P3 - Moderate.
---------------------------------------------------

CommCell: cs01-syn-las1

Client: .iBAS-NonProd-AWS
--Agent Type: Virtual Server
--Client Group: iBAS, Inc
--Backupset: defaultBackupSet
--Subclient: default

Detected Time: Tue Aug  2 20:00:16 2022

Job Information
---------------------------------------------------
Job ID: 6462480
Backup Level: Incremental
Scheduled Time: Tue Aug  2 20:00:05 2022
Start Time: Tue Aug  2 20:00:15 2022
End Time: Not Applicable","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,8/4/2022 8:31,8/4/2022 7:31,,,,
CDS-Northwest,T20220803.1855,"iBAS, Inc (CHCS) - Boise Site Down","Aug 03 20:43 (33 m) CHCS-BOI-CORESW01 Host Status
Aug 03 20:43 (33 m) CHCS-BOI-M426E-SW01 Host Status
Aug 03 20:43 (33 m) CHCS-BOI-AP02 Host Status
Aug 03 20:43 (33 m) CHCS-BOI-AP03 Host Status
Aug 03 20:43 (33 m) CHCS-BOI-AP06 Host Status
Aug 03 20:43 (33 m) CHCS-BOI-AP07 Host Status
Aug 03 20:43 (33 m) CHCS-BOI-FG201F-FW01 Host Status
Aug 03 20:43 (33 m) CHCS-BOI-AP04 Host Status
Aug 03 20:43 (33 m) CHCS-BOI-AP08 Host Status
Aug 03 20:43 (33 m) CHCS-BOI-AP01 Host Status
Aug 03 20:43 (33 m) IBASInc-Boise-ch1 Host Status
Aug 03 20:43 (33 m) CHCS-BOI-AP05 Host Status","iBAS, Inc (CHCS)",EOC,"PATIL, ASMITA (primary)",Complete,P2 - Impaired,8/4/2022 8:37,8/4/2022 14:37,Multiple Users,Server Management,Server Down,"> Logged into IBASIPCLACH1 Tried ibasiboich1 -IPMI But cant reach to collector 

> Logged into other collector IBASIVA1CH1 - connected to ibasiboich1 through IPMI
> Found collector is offline
> Powered on collector , it took time.
> ibasiboich1 came up in AEM AND LM
> All alerts cleared"
CDS-Northwest,T20220803.1858,LogicMonitor (error) Alert - IBSMANDEVDB11 - HyperV Host Memory WMI-System Balancer,"Group: Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Case360 - CNA - QA, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Non-Prod/sql server, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Case360 - PRU - Dev, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Case360 - PRU - QA, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Automate - Non Prod, Devices by Type/IIS Servers, System Type/Windows, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/UPCS GENIII - Non Prod, System Type/All Servers (no LM Collectors), Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/_Managed SQL Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/CITRON - QA UAT, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Case360 - PRU - UAT, Devices by Type/Hyper-V, Devices by Type/SQL Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Case360 - CNA - UAT, Devices by Type/Windows Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Case360 - CNA - Dev Host: IBSMANDEVDB11 Severity Level: error LMD569176653 error - IBSMANDEVDB11 HyperV Host Memory WMI-System Balancer AvailableMemory
Host: IBSMANDEVDB11
Datasource: HyperV Host Memory WMI-System Balancer
Datapoint: AvailableMemory
Level: error
Start: 2022-08-03 20:51:50 MDT
Duration: 0h 23m
Value: 432.0
ClearValue: 
Reason: AvailableMemory < 500 500 250

Alert Rule: This alert matches the rule iBAS, Inc_Error
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD569176653&type=alert","iBAS, Inc (CHCS)",EOC,"SINDEKAR, PUSHKAR (primary)",Complete,P3 - Moderate,8/4/2022 8:45,8/5/2022 6:30,Single User,Server Management,Memory Issue,"Alert cleared without intervention.
-Hence, proceeding for the closure of this ticket."
CDS-Northwest,T20220803.1876,Unable to login to inspro & RDS dev and Prod portal,"FROM: Kishlay.Kumar@chcs-services.com
FROM NAME: Kishlay Kumar
TO: support@synoptek.com
CC: insprodevcbl@chcs-services.com

Email Body: 
Hi,

I am facing connectivity issue again this morning, not able to open RDS dev/prod portal and unable to login to Inspro.
I have tried to access the below:

1.  RDS dev and prod portal
  2.  RDS Dev - All jumpboxes in Inspro RDP
  3.  Inpro Dev URLs

Please do the needful.

Regards,
Kishlay Kumar","iBAS, Inc (CHCS)",Global Shared Service Desk,"PATEL, PARTH (primary)",Complete,P3 - Moderate,8/4/2022 9:16,8/5/2022 6:30,Single User,Server Management,Other,
CDS-Northwest,T20220803.1884,Unable to generate CODE from authentication app,"FROM: Manoj.Tiwari@chcs-services.com
FROM NAME: Manoj Tiwari
TO: support@synoptek.com
CC: 

Email Body: 
Hi Team ,

I am unable to process for the below screen when application ask to enter CODE and unable to get that code in authentication app . Please help to resolve .

[cid:image004.jpg@01D8A7E4.3366B220]

Thanks
---------------------
Manoj Tiwari
CHCS-Services
[cid:image003.png@01D8A7E4.1566F280]","iBAS, Inc (CHCS)",Global Shared Service Desk,"GAJJAR, GAUTTAMKUMAR (primary)",Complete,P3 - Moderate,8/4/2022 9:26,8/5/2022 6:30,Single User,Endpoint Management,Other,
CDS-Northwest,T20220803.1915,Not able to open any of Inspro Dev URLs,"FROM: Abhiraj.Hiwale@chcs-services.com
FROM NAME: Abhiraj  Prashant Hiwale
TO: support@synoptek.com
CC: insprodevjava@chcs-services.com;Santhosh.R@chcs-services.com;Subramanian.Seshan@chcs-services.com

Email Body: 
Hi,
      I am not able to open and access any of Inspro Dev URLs and it is displaying an error message as shown in the screenshot below:
      [cid:bdf4f435-7863-4f96-bb1a-44d9117264af]

Please do look into this.

Thanks & Regards,
Abhiraj Hiwale","iBAS, Inc (CHCS)",CDS-Northwest,"DUBEY, SAHIL (primary) | PATEL, PARTH",Complete,P2 - Impaired,8/4/2022 10:09,8/4/2022 17:13,Multiple Users,User Administration,Other,
CDS-Northwest,T20220803.1916,PRU Database restoration on IBSMANPRDDB11 server ,"Your name: Nivritti
Your email: chcsdba.support@chcs-services.com
Your phone number: 9657810727
How urgent is your request?: Urgent
Who is impacted?: Don't know

Please assign this ticket to the Synoptek backup team.

Please restore the following database on IBSMANPRDDB11 server on high priority.

DATABASE BACKUP - RESTORE REQUEST 
* Restore On (Server Name) 	IBSMANPRDDB11.chcs-hosting.com
* Restore as (DB Name) 	PRU_INSPRO_PROD, PRU_INSPRO_CONFIG
* Overwrite existing Database (Y/N) 	N
* From(Server Name) 	CHUSE1PRDLSNC2
* (DB Name) 	PRU_INSPRO_PROD, PRU_INSPRO_CONFIG (PLEASE TAKE BACKUP OF DATE 03-08-2022) (dd-mm-yyyy)
Time : 05:30 PM EST
Reason to restore the backup 	To generate CIS feed

Thanks,
CHCS DBA Team.
","iBAS, Inc (CHCS)",SO - Server Backups,"RAKE, SHUBHAM (primary)",Complete,P2 - Impaired,8/4/2022 10:11,8/4/2022 16:13,Multiple Users,Backups,Other,
CDS-Northwest,T20220803.1926,Not able to connect Develop03 and DB03 server,"FROM: Juhi.Vishwakarma@chcs-services.com
FROM NAME: Juhi Vishwakarma
TO: support@synoptek.com
CC: Aradhana.Dave@chcs-services.com;Yash.Vora@chcs-services.com;jayant.patel@chcs-services.com;sivaji.dutta@chcs-services.com

Email Body: 
Hi Team,

I am not able to connect with the DEVELOP03 and DB03 server, while connecting it getting below error, however, I am connected to VPN and also tried restarting the system.
Can you please help me to resolve the same?

[cid:image001.png@01D8A7ED.B38E6110]

Regards,
Juhi Vishwakarma","iBAS, Inc (CHCS)",Global Shared Service Desk,"GAJJAR, GAUTTAMKUMAR (primary)",Complete,P3 - Moderate,8/4/2022 10:34,8/5/2022 6:30,Single User,Endpoint Management,Other,
CDS-Northwest,T20220803.1927,Not able to connect RDB server.,"FROM: Yash.Vora@chcs-services.com
FROM NAME: Yash Vora
TO: support@synoptek.com
CC: 

Email Body: 
Hello,

I am not able to connect with DEVELOP03 Server.

Please find below message for the same.

[cid:10e95954-33b7-4a3d-baf6-f19df078b215]

Regards,
Yash Vora","iBAS, Inc (CHCS)",Global Shared Service Desk,"PATEL, PARTH (primary)",Complete,P3 - Moderate,8/4/2022 10:40,8/5/2022 6:30,Single User,Server Management,Other,
CDS-Northwest,T20220803.1932,LogicMonitor (error) Alert - US-W2:IBSMANPRDAPP25DR_i-001a4b9773f9781bf - EC2,"Group: Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/iBAS CHCS - AWS Cloud - Production/EC2, AWS devices - EC2, Devices by Type/Misc Host: US-W2:IBSMANPRDAPP25DR_i-001a4b9773f9781bf Severity Level: error LMD577676185 error - US-W2:IBSMANPRDAPP25DR_i-001a4b9773f9781bf EC2 StatusCheckFailed_Instance
AWS EC2 instance US-W2:IBSMANPRDAPP25DR_i-001a4b9773f9781bf has reported an instance status check failure, placing it into error state.

This indicates an issue with the AWS infrastructure supporting this instance.

You may need to restart or replace the instance, wait for AWS systems to resolve the issue, or seek technical support.

This condition started at 2022-08-03 23:10:00 MDT, -- or 0h 17m ago.

Alert Rule: This alert matches the rule iBAS, Inc_Error
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD577676185&type=alert","iBAS, Inc (CHCS)",EOC,"SINDEKAR, PUSHKAR (primary)",Complete,P3 - Moderate,8/4/2022 10:57,8/5/2022 6:30,Single User,Server Management,Other,"As instructed, alerting is done OFF for all 3 alerts.
-Closing this ticket."
CDS-Northwest,T20220803.1934,Inspro Dev URLs not working,"FROM: Vaibhav.Telang@chcs-services.com
FROM NAME: Vaibhav Telang
TO: support@synoptek.com
CC: insprodevjava@chcs-services.com;Santhosh.R@chcs-services.com;Subramanian.Seshan@chcs-services.com

Email Body: 
Hi Team

None of the Inspro Dev URLs are working for me .Please find the error screenshot below.

PRU-ACC02

[cid:image001.png@01D8A7F0.D63AD880]

PRU-PT
[cid:image002.png@01D8A7F1.8F555200]

IGP-CNV01

[cid:image003.png@01D8A7F1.8F555200]

Thanks & Regards
Vaibhav Telang","iBAS, Inc (CHCS)",Merged Tickets,"PATEL, PARTH (primary)",Complete,Scheduled,8/4/2022 11:02,8/5/2022 9:03,,,,
CDS-Northwest,T20220803.1935,Connection issues to remote server,"FROM: divyesh.kotekar@chcs-services.com
FROM NAME: Divyesh Kotekar
TO: support@synoptek.com
CC: rickjoy.chatterjee@chcs-services.com;tanisha.bose@chcs-services.com;vishal.jhaveri@chcs-services.com

Email Body: 
Hi Support team,

We are facing issues connecting to remote servers after connecting to VPN.

The following users are impacted

1.  Tanisha Bose (tanbose)
  2.  Rickjoy Chatterjee (richatte)
  3.  Divyesh Kotekar (dkotekar)

We are getting the below error.

[cid:image001.png@01D8A7F2.879FA320]

[cid:image002.png@01D8A7F2.879FA320]

Regards
Divyesh","iBAS, Inc (CHCS)",Global Shared Service Desk,"PATEL, PARTH (primary)",Complete,P3 - Moderate,8/4/2022 11:09,8/5/2022 6:30,Single User,User Administration,Other,
